 1901   7.71546       7.81620       11.5843       16.5250       17.7463       25.1431       27.2711       26.4708       23.5376       16.8007       12.5266       8.77219    
 1902   7.73168       11.3698       12.6105       16.7789       16.6324       23.2930       28.7682       27.7783       23.2694       16.4531       12.9899       9.12964    
 1903   9.17301       8.80662       11.8670       13.9392       18.5038       21.7436       25.8716       26.7046       22.7005       18.4234       11.5385       8.51103    
 1904   7.38280       10.1221       11.4939       15.1482       20.3603       24.5081       27.2893       27.4812       22.5548       16.6153       11.4391       9.38498    
 1905   6.24642       6.60882       12.6275       16.4431       17.6425       23.1233       27.3207       27.3850       23.2433       16.2401       13.0787       8.57363    
 1906   8.56102       7.38703       11.5231       15.0309       18.2173       23.3673       26.6642       27.0750       23.4117       16.9765       12.5939       7.84619    
 1907   6.43271       6.62401       10.3753       13.8174       18.8503       23.8978       26.3703       27.1043       22.1809       17.1160       13.9114       10.3401    
 1908   8.98751       8.35208       10.6404       13.0573       21.1257       23.4269       26.7472       26.8663       23.6878       18.5936       13.7519       9.05210    
 1909   6.86866       7.86268       11.9056       15.2347       18.3416       22.5433       25.1212       26.8009       23.1670       18.2962       12.8439       9.91663    
 1910   7.16022       8.15860       10.6765       14.2843       16.6028       22.4657       26.8342       26.3390       20.8056       19.7009       12.7669       9.98420    
 1911   6.00506       9.06337       11.3241       13.8594       17.2641       23.9835       26.3868       27.8748       23.6829       19.0852       12.8206       11.4691    
 1912   8.90928       12.1138       14.4120       13.8315       20.3431       22.9992       27.4327       26.8874       20.6538       17.1001       10.4508       8.20678    
 1913   9.49251       8.78971       12.4840       14.5285       19.0955       23.6716       26.3092       26.8647       24.0230       18.4699       14.1705       9.48625    
 1914   7.19718       9.85609       12.9580       16.9367       19.2850       23.1184       26.7363       26.1834       22.7409       17.4686       12.4366       8.94109    
 1915   8.00683       8.83366       12.7739       13.4728       19.5785       23.6120       27.9480       27.6426       22.2800       16.4337       13.0756       10.4628    
 1916   8.70213       9.83037       12.4183       14.7929       19.3759       23.5918       27.4474       26.5892       21.0969       17.3469       12.1870       9.56590    
 1917   7.40402       9.79343       10.9948       13.5869       19.8758       23.7822       26.8891       28.0890       24.3434       17.0334       10.8890       6.64083    
 1918   9.01605       8.48736       10.5037       13.8090       18.5112       22.9112       26.8782       26.1661       24.6923       15.6047       12.4093       9.27821    
 1919   7.63344       10.4737       12.0221       14.2013       18.3682       23.0011       25.9756       26.5606       22.7559       15.9125       13.2502       8.35055    
 1920   8.44458       9.70099       11.5102       16.0891       19.9696       23.9069       27.4550       26.6565       23.0093       17.9295       11.9868       9.46775    
 1921   8.72586       10.0450       11.1584       13.4200       18.2399       23.1076       27.9716       26.0875       25.1707       19.5360       12.1060       8.65723    
 1922   7.70074       9.76510       13.1727       16.0902       19.9399       23.7077       26.8257       28.5110       20.9600       18.9564       11.5876       7.34156    
 1923   5.72485       8.93686       11.7213       14.6025       19.3030       20.4638       27.1328       27.2264       21.0242       19.0968       13.5107       7.06844    
 1924   7.77518       7.72688       12.3161       15.5589       22.0136       24.2267       27.0422       26.1565       24.1790       18.1440       13.1127       9.16899    
 1925   8.01252       9.28461       9.00610       14.7634       17.8270       23.5127       25.8165       27.0911       22.1093       17.3196       11.9027       10.3448    
 1926   9.42356       11.5266       12.6571       15.3787       17.9766       22.9336       25.8972       26.0880       23.8514       20.5521       13.5535       7.75215    
 1927   7.70699       8.63971       12.1161       15.7948       20.1859       25.5672       27.0166       28.4971       23.4702       17.6092       13.6361       10.3462    
 1928   7.73262       9.93441       12.2681       15.8164       18.1030       24.5710       28.0191       28.4914       23.7828       18.2648       11.9964       8.68931    
 1929   6.58315       8.13981       11.4778       15.6812       18.3220       23.8764       26.7007       24.7075       22.5148       17.0178       11.8853       10.0099    
 1930   9.52433       8.11144       12.8561       14.3959       18.9745       23.9287       27.6326       26.8662       22.8835       18.8563       14.2562       10.2092    
 1931   8.48954       6.54230       14.6195       15.8412       20.0120       27.1380       28.6752       28.7672       22.6674       18.5566       13.6553       7.38136    
 1932   8.14549       7.60723       12.6647       15.0580       19.8755       23.3389       26.0640       26.6277       24.3939       18.6925       12.7349       10.4296    
 1933   7.41798       9.45304       11.8611       15.6244       19.9082       22.1413       27.2241       27.0701       24.2262       20.5130       11.6489       7.96962    
 1934   6.95317       7.92930       9.99256       15.9155       18.6074       24.4142       27.8737       26.8183       22.5167       17.2573       12.3431       10.4619    
 1935   5.65416       8.65779       11.2405       15.3260       17.6893       25.5125       27.4937       27.9578       24.0370       17.2730       13.3779       10.0170    
 1936   10.3387       11.7018       12.7401       16.1720       16.9800       22.4770       27.3539       26.3510       24.0022       15.9141       11.6269       7.98595    
 1937   8.75466       10.8939       12.4566       15.2701       18.8817       25.2084       26.9477       27.4929       23.2638       18.6977       14.6460       7.59042    
 1938   7.63093       7.31857       10.7308       13.2914       17.6854       24.9519       27.2538       27.2283       23.6443       18.5637       13.2654       8.59057    
 1939   9.17116       9.76487       10.1356       13.8548       16.1059       22.5568       28.0988       26.8525       22.8868       19.4109       13.0747       9.53059    
 1940   8.45941       11.1738       14.1047       15.0049       19.6165       21.9602       26.1727       25.9878       23.4031       18.2854       12.4584       6.72623    
 1941   8.16161       10.7696       13.0075       15.3088       17.8692       23.6583       27.2168       28.1111       22.3904       17.1267       12.1041       8.10464    
 1942   6.85049       7.29818       13.5430       17.2908       21.3145       24.7539       27.3882       26.8936       23.6100       19.6506       13.6917       10.1977    
 1943   9.15452       9.30405       12.2196       16.9215       20.3169       24.5887       28.3535       27.1482       24.9336       18.2378       11.7182       9.57910    
 1944   7.32104       6.96432       10.1171       15.9508       21.4366       24.2618       27.7481       28.4425       24.0751       16.8157       12.6852       7.99509    
 1945   5.22473       9.18885       11.2067       17.9808       22.3071       26.2419       28.2120       28.4566       24.4100       17.0071       13.2245       9.42158    
 1946   7.63237       9.00782       12.0197       16.4525       19.1744       24.8637       26.8131       28.3496       25.1985       20.0695       13.5949       7.81221    
 1947   7.99692       11.3213       15.7486       16.3446       20.1555       26.1677       28.6035       28.2396       24.7954       19.2021       13.4971       8.21910    
 1948   8.69293       11.0868       12.4346       16.2785       20.0239       23.9858       26.2624       27.7406       22.9246       18.9870       12.9134       9.06619    
 1949   8.18798       8.55136       10.6887       16.5867       19.0539       25.2888       27.8133       27.3851       25.9486       19.3478       13.2745       10.4165    
 1950   7.86662       10.1060       11.4215       14.4345       20.2184       25.8610       28.8428       28.1387       24.3893       18.2177       13.5028       8.06195    
 1951   7.78018       9.80930       13.0391       15.5976       18.5472       25.0431       27.7197       28.3289       23.7276       16.1184       13.2866       9.09470    
 1952   6.72797       7.86532       14.2205       15.5000       18.9604       27.7115       29.0026       28.6054       24.7160       19.9738       13.1694       9.52839    
 1953   5.83768       8.28164       10.1746       16.8155       19.5813       23.6822       28.2419       26.4531       24.3196       18.6221       13.1466       10.7801    
 1954   6.72601       7.87180       12.3066       14.1311       18.5967       25.0410       25.8994       26.1243       24.7456       17.2994       13.9186       10.0025    
 1955   11.0747       11.8461       12.2734       14.3650       21.2238       24.7192       29.1961       27.5945       22.8453       17.5115       13.7880       11.2886    
 1956   9.62943       5.80879       11.2096       14.7568       18.8946       22.9874       27.1824       28.1969       24.7982       17.5740       10.8894       7.84565    
